Drug_Reference_ID,NDC,Drug_Name,Generic_Name,Brand_Name,Strength,Strength_Unit,Dosage_Form,Route,Manufacturer,Drug_Class,Active_Flag,Effective_Date,End_Date,Source_System
DRG00967,91636397347,Prilosec,Omeprazole,Prilosec,500,units/mL,Inhaler,Transdermal,Beacon Life Sciences,Antihypertensive,Y,2025-02-22,,DrugReferenceHub
DRG00968,48104454958,Neurontin,Gabapentin,Neurontin,20,mg/mL,Tablet,Topical,Northstar Pharma,Antihypertensive,Y,2022-12-20,,DrugReferenceHub
DRG00969,17266624267,UNKNOWN BRAND DRG00969,Levothyroxine,Synthroid,40,units/mL,Solution,Subcutaneous,Atlas Medications,Gastrointestinal,Y,2024-05-12,,DrugReferenceHub
DRG00970,26703687825,Zoloft,Sertraline,Zoloft,25,mg,Cream,Transdermal,BlueRiver Pharmaceuticals,Antihypertensive,Y,2024-06-23,,DrugReferenceHub
DRG00971,69207755847,Crestor,Rosuvastatin,Crestor,100,mcg,Solution,Subcutaneous,Atlas Medications,Antidepressant,Y,2023-11-30,,DrugReferenceHub
DRG00972,38327505360,Lexapro,Escitalopram,Lexapro,100,mg/mL,Tablet,Oral,Crescent Therapeutics,Lipid Lowering,Y,2025-09-16,,DrugReferenceHub
DRG00973,94197527115,Singulair,Montelukast,Singulair,100,mg,Solution,Topical,Summit Therapeutics,Gastrointestinal,Y,2022-07-01,,DrugReferenceHub
DRG00974,91814375357,Cymbalta,Duloxetine,Cymbalta,250,mg,Suspension,Intravenous,Summit Therapeutics,Antibiotic,Y,2023-01-13,,DrugReferenceHub
DRG00975,63498422023,Plavix,Clopidogrel,Plavix,50,mcg,Cream,Transdermal,Summit Therapeutics,Antibiotic,Y,2022-05-19,,DrugReferenceHub
DRG00976,31674507922,Protonix,Pantoprazole,Protonix,25,mg/mL,Suspension,Subcutaneous,Pioneer Medical,Lipid Lowering,Y,2024-10-10,,DrugReferenceHub
DRG00977,76439803058,Microzide,Hydrochlorothiazide,Microzide,25,units/mL,Tablet,Oral,BlueRiver Pharmaceuticals,Antihypertensive,Y,2024-07-30,,DrugReferenceHub
DRG00978,91233214850,Eliquis,Apixaban,Eliquis,25,units/mL,Patch,Intravenous,BlueRiver Pharmaceuticals,Antibiotic,Y,2025-12-14,,DrugReferenceHub
DRG00979,51850973745,Jardiance,Empagliflozin,Jardiance,5,units/mL,Tablet,Transdermal,Summit Therapeutics,Respiratory,N,2024-03-03,2025-12-22,DrugReferenceHub
DRG00980,43240994052,UNKNOWN BRAND DRG00980,Sitagliptin,Januvia,1000,mg/mL,Injection,Topical,Beacon Life Sciences,Antihypertensive,Y,2022-08-09,,DrugReferenceHub
DRG00981,98617171442,Lantus,Insulin Glargine,Lantus,5,mcg,Injection,Oral,Meridian Pharma,Respiratory,Y,2023-10-22,,DrugReferenceHub
DRG00982,59783584950,Humalog,Insulin Lispro,Humalog,40,mcg,Injection,Topical,Northstar Pharma,Gastrointestinal,N,2022-05-10,2024-02-20,DrugReferenceHub
DRG00983,95394214840,Prozac,Fluoxetine,Prozac,40,units/mL,Capsule,Oral,Pioneer Medical,Antihypertensive,Y,2024-09-07,,DrugReferenceHub
DRG00984,64647425595,Wellbutrin,Bupropion,Wellbutrin,10,mg,SOLUTION,Topical,Meridian Pharma,Antidiabetic,Y,2024-09-12,,DrugReferenceHub
DRG00985,29976903633,Coreg,Carvedilol,Coreg,20,mcg,Patch,Intravenous,Atlas Medications,Neurologic,Y,2025-06-07,,DrugReferenceHub
DRG00986,30333466448,Lopressor,Metoprolol,Lopressor,25,mg/mL,INHALER,Inhalation,BlueRiver Pharmaceuticals,Antidiabetic,Y,2023-05-12,,DrugReferenceHub
DRG00987,18567714974,Lasix,Furosemide,Lasix,5,mg/mL,Suspension,Inhalation,Meridian Pharma,Antihypertensive,N,2023-03-30,2023-10-03,DrugReferenceHub
DRG00988,22593438668,Aldactone,Spironolactone,Aldactone,1000,mg,Suspension,Inhalation,Summit Therapeutics,Antidiabetic,Y,2022-04-15,,DrugReferenceHub
DRG00989,30668351321,Ventolin,Albuterol,Ventolin,40,mg,Capsule,Oral,Crescent Therapeutics,Respiratory,Y,2023-08-30,,DrugReferenceHub
DRG00990,54293312163,Vibramycin,Doxycycline,Vibramycin,10,units/mL,Tablet,Oral,Pioneer Medical,Lipid Lowering,Y,2023-11-26,,DrugReferenceHub
DRG00991,51465880016,Ozempic,Semaglutide,Ozempic,25,units/mL,Cream,Oral,BlueRiver Pharmaceuticals,Antihypertensive,N,2025-01-08,2027-07-25,DrugReferenceHub
DRG00992,58584770558,Glucophage,Metformin,Glucophage,50,mcg,Inhaler,Oral,Crescent Therapeutics,Respiratory,Y,2025-01-07,,DrugReferenceHub
DRG00993,38443858993,Lipitor,Atorvastatin,Lipitor,100,mg,Patch,Topical,Beacon Life Sciences,Respiratory,Y,2022-07-25,,DrugReferenceHub
DRG00994,38458321680,Prinivil,Lisinopril,Prinivil,10,mg,Patch,Subcutaneous,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2023-02-21,,DrugReferenceHub
DRG00995,26884937862,Norvasc,Amlodipine,Norvasc,100,mg,Patch,Topical,Northstar Pharma,Antidiabetic,Y,2024-01-18,,DrugReferenceHub
DRG00996,24931475984,Cozaar,Losartan,Cozaar,25,mg,Patch,Intravenous,Meridian Pharma,Lipid Lowering,N,2023-05-05,2025-02-10,DrugReferenceHub
DRG00997,76401628732,Prilosec,Omeprazole,Prilosec,250,mg,Patch,Topical,Crescent Therapeutics,Anticoagulant,Y,2022-02-07,,DrugReferenceHub
DRG00998,53756657133,Neurontin,Gabapentin,Neurontin,250,units/mL,Suspension,Subcutaneous,Crescent Therapeutics,Neurologic,Y,2025-05-21,,DrugReferenceHub
DRG00999,99165884188,Synthroid,Levothyroxine,Synthroid,500,units/mL,Injection,Intravenous,Evergreen Labs,Lipid Lowering,N,2024-12-05,2025-12-18,DrugReferenceHub
DRG01000,57775544235,Zoloft,Sertraline,Zoloft,1000,mg,Injection,Subcutaneous,Northstar Pharma,Gastrointestinal,Y,2024-01-31,,DrugReferenceHub
DRG_DUP0001,99282121398,Prozac,Fluoxetine,Prozac,5,mcg,Tablet,Transdermal,Summit Therapeutics,Neurologic,Y,2022-11-21,,DrugReferenceHub
DRG_DUP0002,73418540749,Cymbalta,Duloxetine,Cymbalta,100,mg/mL,Cream,Transdermal,Evergreen Labs,Respiratory,Y,2022-01-01,,DrugReferenceHub
DRG_DUP0003,39556565835,Vibramycin,Doxycycline,Vibramycin,50,mg,Injection,Intravenous,Atlas Medications,Respiratory,Y,2022-09-06,,DrugReferenceHub
DRG_DUP0004,41577609162,Vibramycin,Doxycycline,Vibramycin,500,mg,Cream,Oral,Crescent Therapeutics,Antidiabetic,Y,2025-04-28,,DrugReferenceHub
DRG_DUP0005,96886169095,Crestor,Rosuvastatin,Crestor,10,mg,Cream,Subcutaneous,Pioneer Medical,Gastrointestinal,Y,2022-12-07,,DrugReferenceHub
DRG_DUP0006,68817261549,Humalog,Insulin Lispro,Humalog,250,mcg,Inhaler,Intravenous,Evergreen Labs,Anticoagulant,Y,2024-07-25,,DrugReferenceHub
DRG_DUP0007,98610652597,Prinivil,Lisinopril,Prinivil,10,units/mL,Tablet,Intravenous,Summit Therapeutics,Anticoagulant,Y,2023-04-28,,DrugReferenceHub
DRG_DUP0008,84702528484,Prinivil,Lisinopril,Prinivil,1000,mcg,Suspension,Subcutaneous,Northstar Pharma,Endocrine,Y,2022-06-11,,DrugReferenceHub
